blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon,blueChamps0,blueChamps1,blueChamps2,blueChamps3,blueChamps4,redChamps0,redChamps1,redChamps2,redChamps3,redChamps4
1,14671,2246,31,6.2,170,39,0,8,8,12,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14017,2197,29,5.8,178,28,1,8,8,9,13,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22,76,133,111,4,236,84,64,89,235
1,14777,3372,29,5.8,168,24,0,8,12,13,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16275,2840,30,6.0,168,35,1,12,8,17,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,432,104,61,51,119,3,412,5,24
1,13000,3450,31,6.2,185,54,1,4,2,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11580,3630,28,5.6,162,39,0,2,4,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,40,876,24,81,22,120,555,38,8
1,12139,2614,31,6.2,189,59,1,1,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11422,2547,30,6.0,190,44,0,0,1,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,76,84,22,875,55,64,44,164,429
1,13539,1019,28,5.6,168,32,1,7,5,8,10,4,0,0,0,0,0,0,0,0,1,1,0,0,0,13710,2675,30,6.0,190,40,0,5,7,10,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,5,517,29,497,64,69,875,202,133
0,11628,2898,29,5.8,138,32,0,4,7,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13925,3000,31,6.2,163,55,1,7,4,6,10,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,157,84,37,360,104,81,53,74,15,56
1,29214,4844,48,9.6,82,0,1,20,19,48,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,27590,4370,47,9.4,84,0,0,19,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,54,555,4,111,113,22,122,236,53
1,13767,1892,31,6.2,202,64,0,4,3,4,13,6,0,0,0,0,0,0,0,0,1,1,0,0,0,12913,2053,31,6.2,169,44,1,3,4,3,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,497,876,114,39,40,84,119,164,28
1,14781,5021,32,6.4,170,34,1,9,4,9,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11678,1718,28,5.6,153,36,0,4,9,0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,117,164,104,7,22,421,69,84,236,267
0,11886,1926,27,5.4,151,51,0,2,10,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15039,2894,31,6.2,155,28,1,10,2,16,11,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,104,360,3,126,235,875,119,44,20,107
0,13262,3037,29,5.8,164,44,1,6,4,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12897,3347,29,5.8,166,48,0,4,6,4,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,117,81,164,43,114,51,76,412,236
0,12565,3375,29,5.8,172,34,0,4,6,7,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14615,4640,31,6.2,208,47,1,6,4,6,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,126,29,13,497,39,202,104,80,38
0,12156,894,29,5.8,177,42,0,3,6,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13580,1595,30,6.0,176,37,1,6,3,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,21,24,44,517,164,58,60,875,236
1,14667,2462,31,6.2,167,41,0,9,4,9,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13345,2035,29,5.8,176,44,1,4,9,5,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,238,115,107,80,120,69,22,111,236
0,14403,3698,31,6.2,164,39,1,7,5,14,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13619,2954,30,6.0,172,40,0,5,7,10,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3,235,875,58,150,497,29,876,517
1,25327,4317,45,9.0,85,0,1,12,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25074,5564,45,9.0,84,0,0,9,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,43,55,80,37,4,31,9,235,134
1,28045,7245,50,10.0,85,0,0,23,12,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26629,2944,45,9.0,95,0,1,12,23,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,16,154,246,38,67,7,268,136,98
0,11892,4135,27,5.4,133,28,0,5,8,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13798,2218,28,5.6,149,20,1,8,5,10,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,99,350,245,51,54,202,99,517,59
